unique_key,created_date,complaint_type,descriptor,borough,latitude,longitude,status,closed_date,severity,month,weather,impact,complaints,accessibility,priority_score,priority_tier
68883099,2026-05-04 16:14:48,Street Condition,Cave-in,Queens,40.76216225722493,-73.78658013563525,In Progress,,2.99,5,1.08,1.43,0.92,1.16,6.74,High
68880055,2026-05-04 16:13:06,Sidewalk Condition,Broken Sidewalk,Queens,40.74242438317093,-73.94866915888787,In Progress,,2.35,5,1.03,1.08,0.83,0.87,5.2,Medium
68879745,2026-05-04 16:12:12,Street Condition,Pothole,Queens,40.78324730133066,-73.811720737147,Open,,3.06,5,1.01,1.27,0.98,1.31,6.65,High
68883085,2026-05-04 16:11:36,Sidewalk Condition,Defective Hardware,Manhattan,40.833312622337566,-73.94118738288498,In Progress,,1.98,5,1.05,2.54,0.11,0.54,5.27,Medium
68878553,2026-05-04 16:03:14,Sidewalk Condition,Broken Sidewalk,Queens,40.76459301255662,-73.91883027085652,In Progress,,1.81,5,1.09,0.51,0.93,0.97,4.38,Medium
68876267,2026-05-04 15:59:00,Street Light Condition,Street Light Out,Queens,40.67510405140517,-73.81362670759229,Open,,1.0,5,1.0,1.63,0.92,1.33,4.88,Medium
68879746,2026-05-04 15:56:58,Street Condition,Pothole,Queens,40.67986609246854,-73.85335178418163,Open,,3.02,5,1.01,2.73,0.86,0.95,7.59,High
68884598,2026-05-04 15:56:55,Street Condition,Cave-in,Brooklyn,40.66673766479885,-73.99173452938464,In Progress,,2.95,5,1.04,2.82,0.45,0.97,7.31,High
68884607,2026-05-04 15:53:21,Street Condition,"Rough, Pitted or Cracked Roads",Manhattan,40.76971540947286,-73.98998161922954,In Progress,,2.62,5,1.07,2.29,0.03,1.59,6.71,High
68878577,2026-05-04 15:52:09,Street Condition,"Rough, Pitted or Cracked Roads",Manhattan,40.77031387734121,-73.99140036128576,In Progress,,3.26,5,1.05,2.66,0.0,1.33,7.41,High
68880070,2026-05-04 15:45:39,Street Condition,Defective Hardware,Manhattan,40.73698273028233,-73.97845753094418,In Progress,,3.32,5,1.09,2.65,0.0,0.94,7.21,High
68884295,2026-05-04 15:40:38,Street Condition,Pothole,Brooklyn,40.63641448519372,-73.97928626320898,Open,,2.71,5,1.0,1.74,0.42,0.81,5.68,Medium
